r11,r12,r22,r13,r23,r33,x11,x12,x22,x13,x23,x33,P1_faseA,Q1_faseA,P1_faseB,Q1_faseB,P1_faseC,Q1_faseC,P2_faseA,Q2_faseA,P2_faseB,Q2_faseB,P2_faseC,Q2_faseC,V1_mag_RG60,V1_ang_RG60,V2_mag_RG60,V2_ang_RG60,V3_mag_RG60,V3_ang_RG60,V1_mag_632,V1_ang_632,V2_mag_632,V2_ang_632,V3_mag_632,V3_ang_632,I1_mag_faseA,I1_ang_faseA,I1_mag_faseB,I1_ang_faseB,I1_mag_faseC,I1_ang_faseC,I2_mag_faseA,I2_ang_faseA,I2_mag_faseB,I2_ang_faseB,I2_mag_faseC,I2_ang_faseC
0.34784433281556126,0.15581263584318625,0.3345393884836399,0.15883020914956142,0.15178337161515837,0.3436218822404808,1.0329143455582348,0.4928559582752527,1.0619103742099132,0.4236210447856258,0.3837945832516993,1.0275100713516108,1251.534,687.881,973.141,381.13,1342.125,671.382,-1230.32,-605.193,-975.647,-346.883,-1299.728,-589.725,2536.35,0.0,2491.57,-120.0,2536.4,120.0,2435.11,-2.6,2468.59,-121.8,2412.29,117.8,563.059,-28.81,419.46,-141.4,591.66,93.41,563.059,151.19,419.461,38.6,591.661,-86.59
0.3472764067281724,0.15622619016989253,0.341094803597041,0.15774458851880166,0.15415099474595248,0.34220309334059634,1.0101913607065283,0.4939982746593891,1.0330685473690806,0.42329997493257693,0.3867548773754073,1.0348766086920156,1251.8,683.51,973.392,378.751,1342.378,671.589,-1230.632,-603.827,-975.49,-346.911,-1300.341,-588.673,2536.36,0.0,2491.57,-120.0,2536.4,120.0,2437.73,-2.5,2469.75,-121.7,2411.99,117.8,562.322,-28.65,419.207,-141.27,591.786,93.41,562.323,151.35,419.207,38.73,591.786,-86.59
0.34286073997663635,0.15591408762336942,0.3367828850678579,0.15767335786857273,0.15145177743465643,0.34450436633412435,1.0324866097090193,0.49580612694048765,1.0414008444645717,0.4244974070187135,0.3837454867790258,1.0370648120525705,1251.162,687.351,973.008,379.929,1342.478,673.069,-1230.395,-604.991,-975.639,-347.194,-1299.633,-589.957,2536.35,0.0,2491.57,-120.0,2536.4,120.0,2436.06,-2.6,2470.15,-121.8,2410.59,117.8,562.83,-28.8,419.235,-141.34,592.082,93.36,562.83,151.2,419.235,38.66,592.083,-86.64
0.35240342866306745,0.1557548819113658,0.3456571049823811,0.15721555348374838,0.15355954816247716,0.3410828399142125,1.0154067310049344,0.49817364489523985,1.0286027659681598,0.42802507826796626,0.38322516937548856,1.0357899692022323,1252.317,683.887,973.365,378.404,1342.953,671.923,-1230.635,-603.957,-975.752,-346.827,-1300.16,-588.934,2536.36,0.0,2491.57,-120.0,2536.4,120.0,2436.75,-2.5,2470.64,-121.7,2410.83,117.8,562.573,-28.65,419.146,-141.26,592.047,93.4,562.573,151.35,419.147,38.74,592.048,-86.6
0.3475953539057289,0.15498956131499392,0.33000198780964185,0.15961671038119418,0.1529611504742707,0.3490591302827259,1.0294674003475195,0.4977725033962054,1.0494563225324256,0.42086255048403975,0.3836726370361914,1.0312026334252957,1251.921,687.638,972.771,379.68,1342.481,672.291,-1230.09,-605.071,-976.098,-346.679,-1299.637,-589.875,2536.35,0.0,2491.57,-120.0,2536.4,120.0,2434.27,-2.6,2471.51,-121.8,2411.09,117.8,563.146,-28.79,419.11,-141.33,591.946,93.38,563.147,151.21,419.11,38.67,591.947,-86.62
0.3480656023360709,0.15708562731061243,0.3421512261094406,0.15663859903387342,0.15457626584525075,0.3408631451640651,1.0292067535015663,0.5037412752161754,1.0486263783966847,0.4253252685672344,0.3833831431524133,1.0293919555421922,1252.053,686.215,972.808,379.224,1342.241,671.581,-1230.053,-604.735,-975.994,-346.442,-1299.887,-589.289,2536.36,0.0,2491.57,-120.0,2536.4,120.0,2434.92,-2.6,2471.39,-121.8,2411.93,117.8,562.922,-28.74,419.057,-141.31,591.736,93.4,562.923,151.26,419.058,38.69,591.736,-86.6
0.344066898668328,0.15529949998048273,0.3408635759877179,0.15925758509755483,0.1557685834647289,0.3424038004243519,1.0035495234970933,0.49607809407718,1.0494519349836635,0.42393660495524965,0.38271118067235727,1.0384950468204461,1251.288,682.685,972.922,379.328,1342.16,672.447,-1230.562,-603.772,-975.539,-346.519,-1299.868,-588.819,2536.36,0.0,2491.57,-120.0,2536.4,120.0,2439.02,-2.5,2470.09,-121.8,2411.06,117.7,561.989,-28.63,419.115,-141.31,591.86,93.37,561.99,151.37,419.116,38.69,591.861,-86.63
0.35033757221834266,0.15604050379979612,0.3348068381741731,0.15867831867564114,0.15545682059856888,0.344207954218374,1.01060299349407,0.5020311672294666,1.033501829008971,0.4260078191737339,0.381442997202756,1.0268608081429096,1252.245,683.006,972.591,377.461,1342.74,670.439,-1230.405,-603.562,-976.274,-345.79,-1299.852,-588.515,2536.36,0.0,2491.57,-120.0,2536.4,120.0,2436.9,-2.5,2473.5,-121.7,2411.43,117.8,562.381,-28.62,418.719,-141.22,591.711,93.45,562.382,151.38,418.72,38.78,591.711,-86.55
0.35364592004222717,0.15574758834396718,0.34131593008934236,0.15856411769093054,0.15319180234133697,0.3395364989030105,1.0247169837626577,0.5069488611277545,1.0273215823669193,0.42261532225106346,0.386122704973459,1.0372509122832398,1252.859,686.153,972.929,377.749,1342.15,672.065,-1229.682,-604.643,-976.191,-346.679,-1300.443,-589.049,2536.36,0.0,2491.57,-120.0,2536.4,120.0,2433.1,-2.5,2473.03,-121.7,2412.4,117.8,563.189,-28.72,418.888,-141.23,591.79,93.39,563.19,151.28,418.888,38.77,591.79,-86.61
0.34229093802593946,0.15453033493230456,0.3367667753818325,0.15907857156549482,0.15416068675422195,0.339227538089022,1.0089010727710117,0.5059250862771674,1.0440937865801865,0.42792583687639396,0.3918322657132408,1.0348630134104866,1251.359,682.318,972.744,377.729,1341.869,670.109,-1230.36,-603.329,-975.667,-346.042,-1300.271,-588.049,2536.36,0.0,2491.57,-120.0,2536.4,120.0,2438.54,-2.5,2471.77,-121.7,2413.25,117.8,561.944,-28.62,418.816,-141.23,591.345,93.45,561.945,151.38,418.816,38.77,591.346,-86.55
